index,dms_origin,city_origin,state_origin,dms_dest,city_dest,state_dest,category,mode,total_ktons,total_ton_mile,total_m_dollar
361715,Austin TX,Austin,Texas,San Francisco CA,San Francisco,California,Alcoholic beverages,Truck,0.9798,1.7266,4.1279
291236,Columbus OH,Columbus,Ohio,Rest of UT,none,Utah,Machinery,Multiple modes & mail,0.1142,0.1884,0.8391
27114,Los Angeles CA,Los Angeles,California,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Electronics,Air (include truck-air),0.048,0.1133,1.0002
67192,Miami FL,Miami,Florida,Los Angeles CA,Los Angeles,California,Machinery,Multiple modes & mail,0.6464,1.88,30.646
184067,Grand Rapids MI,Grand Rapids,Michigan,Cincinnati OH-KY-IN (OH Part),Cincinnati,Ohio,Other foodstuffs,Truck,71.0,28.3823,18.075
194950,Rest of MN,none,Minnesota,Hartford CT,Hartford,Connecticut,Plastics/rubber,Truck,0.4376,0.7513,0.9688
327070,Rest of PA,none,Pennsylvania,Hartford CT,Hartford,Connecticut,Plastics/rubber,Multiple modes & mail,0.1129,0.0376,0.3136
180586,Detroit MI,Detroit,Michigan,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Furniture,Truck,0.3025,0.102,1.8352
366072,Corpus Christi TX,Corpus Christi,Texas,Rest of IN,none,Indiana,Plastics/rubber,Rail,19.289,27.2987,15.208
301457,Oklahoma City OK,Oklahoma City,Oklahoma,Corpus Christi TX,Corpus Christi,Texas,Furniture,Truck,0.0203,0.0128,0.0823
244238,Albany NY  CFS Area,Albany,New York,Maine,none,Maine,Mixed freight,Multiple modes & mail,0.1375,0.0458,6.3717
106626,Rest of IL,none,Illinois,Rest of IL,none,Illinois,Coal-n.e.c.,Rail,390.156,31.1153,28.668000000000003
403683,Rest of VA,none,Virginia,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Electronics,Multiple modes & mail,0.0986,0.077,4.8819
121348,Rest of IN,none,Indiana,Baltimore MD,Baltimore,Maryland,Other foodstuffs,Rail,182.551,148.352,40.215
381811,Rest of TX,none,Texas,Rest of CA,none,California,Wood prods.,Rail,9.2548,15.354000000000001,4.757
362759,Austin TX,Austin,Texas,St. Louis MO-IL (MO Part),St. Louis,Missouri,Misc. mfg. prods.,Multiple modes & mail,0.1081,0.1055,7.9829
331421,Rest of PA,none,Pennsylvania,Seattle WA,Seattle,Washington,Transport equip.,Multiple modes & mail,0.0001,0.0003,50.606
401336,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Rest of NY,none,New York,Furniture,Truck,0.5218,0.2678,2.07
246137,Buffalo NY  CFS Area,Buffalo,New York,Rest of AL,none,Alabama,Chemical prods.,Multiple modes & mail,0.0001,0.0001,1.8989
236722,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Basic chemicals,Truck,0.27399999999999997,0.076,0.9766
323094,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Seattle WA,Seattle,Washington,Machinery,Truck,0.8385,2.221,13.800999999999998
402432,Rest of VA,none,Virginia,Alaska,none,Alaska,Machinery,Multiple modes & mail,0.1337,0.654,0.4476
204143,Kansas City MO-KS (MO Part),Kansas City,Missouri,Rest of OH,none,Ohio,Animal feed,Truck,3.0915,2.5035,3.9821
154826,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Beaumont TX,Beaumont,Texas,Wood prods.,Truck,8.9908,2.5654,5.7644
129409,Kansas City MO-KS (KS Part),Kansas City,Kansas,Tampa FL,Tampa,Florida,Mixed freight,Truck,0.1636,0.2118,1.7103
249359,Buffalo NY  CFS Area,Buffalo,New York,Houston TX,Houston,Texas,Chemical prods.,Multiple modes & mail,0.1679,0.2427,2.7739
108129,Rest of IL,none,Illinois,New York NY-NJ-CT-PA (NY Part),New York,New York,Other ag prods.,Multiple modes & mail,0.1562,0.1631,2.7466
133399,Wichita KS,Wichita,Kansas,Rest of IL,none,Illinois,Newsprint/paper,Multiple modes & mail,0.0001,0.0001,0.6596
315215,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Electronics,Multiple modes & mail,0.1996,0.03,9.9785
227209,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Orlando FL,Orlando,Florida,Animal feed,Multiple modes & mail,0.0001,0.0001,0.0827
126353,Iowa,none,Iowa,Montana,none,Montana,Printed prods.,Multiple modes & mail,0.1157,0.1591,0.3218
153355,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Atlanta GA,Atlanta,Georgia,Other foodstuffs,Truck,60.716,31.2266,35.67
53120,Hartford CT,Hartford,Connecticut,Cleveland OH,Cleveland,Ohio,Chemical prods.,Truck,0.2614,0.1536,0.2879
153094,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Fresno CA,Fresno,California,Basic chemicals,Truck,5.0962,10.917,4.5415
215594,Omaha NE-IA (NE Part),Omaha,Nebraska,Los Angeles CA,Los Angeles,California,Pharmaceuticals,Truck,0.2126,0.3254,0.7120000000000001
225476,Rest of NV,none,Nevada,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Other foodstuffs,Truck,0.0001,0.0003,0.0044
308960,Portland OR-WA (OR Part),Portland,Oregon,Rest of IL,none,Illinois,Printed prods.,Multiple modes & mail,0.1422,0.3125,1.7333
6594,Rest of AL,none,Alabama,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Plastics/rubber,Truck,1.9505,0.6812,13.962
253255,New York NY-NJ-CT-PA (NY Part),New York,New York,Portland OR-WA (OR Part),Portland,Oregon,Base metals,Truck,0.1886,0.5625,0.0659
399239,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Rest of PA,none,Pennsylvania,Pharmaceuticals,Multiple modes & mail,0.6686,0.1647,88.946
81290,Atlanta GA,Atlanta,Georgia,San Diego CA,San Diego,California,Printed prods.,Multiple modes & mail,0.1718,0.4304,3.0078
191077,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Lake Charles LA,Lake Charles,Louisiana,Textiles/leather,Multiple modes & mail,0.17800000000000002,0.2556,0.3128
43769,Rest of CA,none,California,West Virginia,none,West Virginia,Textiles/leather,Multiple modes & mail,0.0702,0.1896,1.9816
357186,Knoxville TN,Knoxville,Tennessee,Richmond VA,Richmond,Virginia,Motorized vehicles,Multiple modes & mail,0.0926,0.0454,1.8812
411044,Portland OR-WA (WA Part),Portland,Washington,Baton Rouge LA,Baton Rouge,Louisiana,Precision instruments,Multiple modes & mail,0.0001,0.0003,3.3536
410571,Portland OR-WA (WA Part),Portland,Washington,Rest of CO,none,Colorado,Mixed freight,Truck,0.0448,0.0586,0.1155
68323,Miami FL,Miami,Florida,Rest of KS,none,Kansas,Other ag prods.,Truck,0.3432,0.5557,3.8937
202429,Kansas City MO-KS (MO Part),Kansas City,Missouri,Honolulu HI,Honolulu,Hawaii,Plastics/rubber,Air (include truck-air),0.0719,0.2811,0.5926
391433,Vermont,none,Vermont,Phoenix AZ,Phoenix,Arizona,Printed prods.,Truck,0.1766,0.46799999999999997,0.2177
77864,Rest of FL,none,Florida,Hartford CT,Hartford,Connecticut,Electronics,Air (include truck-air),0.0001,0.0001,0.4815
131680,Kansas City MO-KS (KS Part),Kansas City,Kansas,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Articles-base metal,Truck,4.9475,5.7429,9.0203
393461,Vermont,none,Vermont,Oklahoma City OK,Oklahoma City,Oklahoma,Misc. mfg. prods.,Multiple modes & mail,0.1117,0.1845,1.0643
211822,Rest of MO,none,Missouri,Columbus OH,Columbus,Ohio,Chemical prods.,Truck,3.0869,2.0462,11.312000000000001
373746,Houston TX,Houston,Texas,Phoenix AZ,Phoenix,Arizona,Chemical prods.,Truck,0.9042,1.0471,5.9391
145750,Rest of KY,none,Kentucky,San Diego CA,San Diego,California,Motorized vehicles,Truck,6.831,14.7028,41.781000000000006
194504,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Wyoming,none,Wyoming,Machinery,Multiple modes & mail,0.1497,0.1545,2.0
238883,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Rest of NV,none,Nevada,Textiles/leather,Truck,0.1642,0.4226,0.0088
144222,Louisville KY-IN (KY Part),Louisville,Kentucky,Columbus OH,Columbus,Ohio,Live animals/fish,Truck,0.2432,0.0478,0.6809
43226,Rest of CA,none,California,Nashville TN,Nashville,Tennessee,Articles-base metal,Truck,0.0544,0.1413,0.5432
212457,Rest of MO,none,Missouri,Beaumont TX,Beaumont,Texas,Motorized vehicles,Truck,0.0045,0.0045,0.0248
165272,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Rest of NH,none,New Hampshire,Misc. mfg. prods.,Multiple modes & mail,0.0806,0.0465,0.3166
234322,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Mississippi,none,Mississippi,Pharmaceuticals,Multiple modes & mail,0.2709,0.3105,10.0
409427,Seattle WA,Seattle,Washington,Austin TX,Austin,Texas,Meat/seafood,Truck,0.0345,0.0797,1.5892
208114,St. Louis MO-IL (MO Part),St. Louis,Missouri,Oklahoma City OK,Oklahoma City,Oklahoma,Machinery,Multiple modes & mail,0.1484,0.0797,0.006
177342,Detroit MI,Detroit,Michigan,Los Angeles CA,Los Angeles,California,Paper articles,Multiple modes & mail,0.0815,0.1961,0.1057
275417,Rest of NC,none,North Carolina,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Plastics/rubber,Truck,0.1828,0.1661,0.295
286235,Cleveland OH,Cleveland,Ohio,Tulsa OK,Tulsa,Oklahoma,Misc. mfg. prods.,Truck,2.7355,2.6606,38.1157
212505,Rest of MO,none,Missouri,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Nonmetal min. prods.,Multiple modes & mail,73.76,31.272,8.0163
70446,Miami FL,Miami,Florida,Laredo TX,Laredo,Texas,Plastics/rubber,Multiple modes & mail,0.0638,0.10300000000000001,2.0180000000000002
267719,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Precision instruments,Multiple modes & mail,0.3008,0.0291,33.611999999999995
139212,Cincinnati OH-KY-IN (KY Part),Cincinnati,Kentucky,Sacramento CA,Sacramento,California,Textiles/leather,Multiple modes & mail,0.3322,0.809,36.893
235461,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Dayton OH,Dayton,Ohio,Pharmaceuticals,Multiple modes & mail,0.1747,0.1274,4.1406
341724,Rest of SC,none,South Carolina,Rest of IN,none,Indiana,Misc. mfg. prods.,Air (include truck-air),0.1088,0.0518,6.0959
22158,Los Angeles CA,Los Angeles,California,San Diego CA,San Diego,California,Printed prods.,Truck,79.0,9.5407,133.129
159086,Maine,none,Maine,Baltimore MD,Baltimore,Maryland,Basic chemicals,Truck,4.6309,3.0380000000000003,1.9718
233786,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Rest of LA,none,Louisiana,Chemical prods.,Truck,2.6489,3.5719,43.0
238688,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Rest of MN,none,Minnesota,Machinery,Multiple modes & mail,0.0626,0.0747,0.8466
155307,Rest of LA,none,Louisiana,Phoenix AZ,Phoenix,Arizona,Paper articles,Truck,1.465,2.0955,1.2502
250611,New York NY-NJ-CT-PA (NY Part),New York,New York,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Chemical prods.,Air (include truck-air),0.0381,0.0335,0.0563
307387,Rest of OK,none,Oklahoma,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Coal-n.e.c.,Pipeline,592.5653,238.6749,136.7846
357400,Knoxville TN,Knoxville,Tennessee,Rest of WI,none,Wisconsin,Articles-base metal,Multiple modes & mail,0.0001,0.0001,0.0166
207512,St. Louis MO-IL (MO Part),St. Louis,Missouri,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Paper articles,Multiple modes & mail,0.0001,0.0001,0.47
271833,Raleigh-Durham NC,Raleigh-Durham,North Carolina,Rest of SC,none,South Carolina,Precision instruments,Multiple modes & mail,0.0739,0.0152,0.9945
335053,Charleston SC,Charleston,South Carolina,Miami FL,Miami,Florida,Wood prods.,Truck,0.1182,0.0541,0.0891
156116,Rest of LA,none,Louisiana,Louisville KY-IN (KY Part),Louisville,Kentucky,Articles-base metal,Multiple modes & mail,0.0042,0.0031,0.0637
233653,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Louisville KY-IN (KY Part),Louisville,Kentucky,Textiles/leather,Truck,0.6305,0.4621,6.2872
375213,Houston TX,Houston,Texas,Rest of LA,none,Louisiana,Milled grain prods.,Truck,21.0,5.154,18.0
253147,New York NY-NJ-CT-PA (NY Part),New York,New York,Rest of OH,none,Ohio,Misc. mfg. prods.,Air (include truck-air),0.0001,0.0001,0.6496
113540,Indianapolis IN,Indianapolis,Indiana,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Plastics/rubber,Truck,43.942,11.1718,166.0
401564,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Oklahoma City OK,Oklahoma City,Oklahoma,Misc. mfg. prods.,Truck,0.1338,0.17600000000000002,0.11
299485,Oklahoma City OK,Oklahoma City,Oklahoma,Rest of CO,none,Colorado,Mixed freight,Truck,0.7663,0.6927,1.2919999999999998
177584,Detroit MI,Detroit,Michigan,Denver CO,Denver,Colorado,Articles-base metal,Truck,0.8893,1.2076,1.7378
216549,Omaha NE-IA (NE Part),Omaha,Nebraska,Baton Rouge LA,Baton Rouge,Louisiana,Mixed freight,Truck,0.0271,0.027000000000000003,0.0699
10060,Phoenix AZ,Phoenix,Arizona,Alaska,none,Alaska,Base metals,Air (include truck-air),0.0128,0.0321,0.0001
169635,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Fresno CA,Fresno,California,Plastics/rubber,Truck,0.3015,0.9525,0.5964
222601,Las Vegas NV-AZ (NV Part),Las Vegas,Nevada,Rest of KY,none,Kentucky,Mixed freight,Multiple modes & mail,0.0001,0.0002,0.322
355838,Knoxville TN,Knoxville,Tennessee,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Precision instruments,Multiple modes & mail,0.1529,0.1622,0.2631
296621,Rest of OH,none,Ohio,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Plastics/rubber,Truck,4.3881,3.3595,30.268
180779,Detroit MI,Detroit,Michigan,Rest of SC,none,South Carolina,Textiles/leather,Truck,0.1142,0.099,1.1221
121887,Rest of IN,none,Indiana,Montana,none,Montana,Wood prods.,Truck,43.446999999999996,75.7179,5.3715
124079,Iowa,none,Iowa,Tucson AZ,Tucson,Arizona,Machinery,Truck,0.2511,0.4277,2.9524
375982,Houston TX,Houston,Texas,Albany NY  CFS Area,Albany,New York,Electronics,Truck,0.0053,0.0094,0.0732
348779,Memphis TN-MS-AR (TN Part),Memphis,Tennessee,Detroit MI,Detroit,Michigan,Furniture,Truck,1.2658,0.9831,11.4057
411051,Portland OR-WA (WA Part),Portland,Washington,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Chemical prods.,Truck,0.0203,0.054000000000000006,0.1723
370873,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Memphis TN-MS-AR (TN Part),Memphis,Tennessee,Plastics/rubber,Truck,3.6876,1.9644,15.895999999999999
96281,Idaho,none,Idaho,Austin TX,Austin,Texas,Articles-base metal,Truck,0.1737,0.2831,1.9517
266244,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,Atlanta GA,Atlanta,Georgia,Printed prods.,Truck,0.872,0.317,7.8033
330970,Rest of PA,none,Pennsylvania,Houston TX,Houston,Texas,Base metals,Multiple modes & mail,11.556,16.5898,10.729000000000001
295203,Rest of OH,none,Ohio,Rest of CT,none,Connecticut,Other foodstuffs,Truck,35.566,26.3232,48.285
28836,Sacramento CA,Sacramento,California,Rest of MN,none,Minnesota,Pharmaceuticals,Multiple modes & mail,0.1536,0.29600000000000004,1.1032
8154,Rest of AL,none,Alabama,Rest of SC,none,South Carolina,Textiles/leather,Multiple modes & mail,0.1077,0.0454,5.843
310732,Portland OR-WA (OR Part),Portland,Oregon,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Machinery,Multiple modes & mail,0.1214,0.3732,4.0259
24859,Los Angeles CA,Los Angeles,California,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Plastics/rubber,Multiple modes & mail,0.0672,0.2123,35.05
102321,Chicago IL-IN-WI (IL Part),Chicago,Illinois,San Antonio TX,San Antonio,Texas,Machinery,Truck,6.0,7.3867,44.828
401244,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Albany NY  CFS Area,Albany,New York,Chemical prods.,Truck,1.9979,0.8019,38.349000000000004
267599,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,New York NY-NJ-CT-PA (NY Part),New York,New York,Motorized vehicles,Truck,4.6318,2.7014,52.1055
291946,Dayton OH,Dayton,Ohio,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Newsprint/paper,Truck,0.0117,0.0082,1.2718
249739,Buffalo NY  CFS Area,Buffalo,New York,West Virginia,none,West Virginia,Textiles/leather,Multiple modes & mail,0.0943,0.0243,0.2813
52583,Hartford CT,Hartford,Connecticut,Omaha NE-IA (NE Part),Omaha,Nebraska,Misc. mfg. prods.,Multiple modes & mail,0.0862,0.1261,2.0623
417387,West Virginia,none,West Virginia,New York NY-NJ-CT-PA (NY Part),New York,New York,Furniture,Multiple modes & mail,0.1603,0.0663,0.1639
303530,Tulsa OK,Tulsa,Oklahoma,Omaha NE-IA (NE Part),Omaha,Nebraska,Paper articles,Multiple modes & mail,0.0001,0.0,0.0236
218337,Omaha NE-IA (NE Part),Omaha,Nebraska,Rest of VA,none,Virginia,Articles-base metal,Multiple modes & mail,0.0668,0.0833,0.0913
107767,Rest of IL,none,Illinois,Rest of MO,none,Missouri,Basic chemicals,Truck,16.662,8.2233,3.0156
210323,Rest of MO,none,Missouri,Fort Wayne IN,Fort Wayne,Indiana,Machinery,Truck,0.2701,0.1643,1.2876
319880,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Other foodstuffs,Truck,0.2933,0.1306,0.2977
371163,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Alcoholic beverages,Truck,1138.8857,17.5318,2831.5943
45235,Denver CO,Denver,Colorado,Rest of KY,none,Kentucky,Base metals,Multiple modes & mail,0.0686,0.091,6.6152
329488,Rest of PA,none,Pennsylvania,New York NY-NJ-CT-PA (NY Part),New York,New York,Furniture,Multiple modes & mail,0.3225,0.0837,1.9855
426618,Rest of WI,none,Wisconsin,North Dakota,none,North Dakota,Precision instruments,Air (include truck-air),0.0001,0.0,0.0605
86193,Savannah GA,Savannah,Georgia,Rest of CA,none,California,Mixed freight,Truck,0.0217,0.0511,0.055999999999999994
238619,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Rest of MI,none,Mississippi,Milled grain prods.,Truck,4.0725,3.7563,5.1336
45855,Denver CO,Denver,Colorado,Rest of NE,none,Nebraska,Wood prods.,Truck,8.3329,4.9537,6.1286
312665,Rest of OR,none,Oregon,Iowa,none,Iowa,Misc. mfg. prods.,Multiple modes & mail,0.1642,0.2669,3.7999
392414,Vermont,none,Vermont,Rest of MD,none,Maryland,Plastics/rubber,Truck,0.214,0.1199,3.0729
181125,Detroit MI,Detroit,Michigan,Houston TX,Houston,Texas,Pharmaceuticals,Truck,0.1652,0.2144,4.909
207934,St. Louis MO-IL (MO Part),St. Louis,Missouri,Cincinnati OH-KY-IN (OH Part),Cincinnati,Ohio,Paper articles,Truck,0.1284,0.0471,0.3155
348626,Memphis TN-MS-AR (TN Part),Memphis,Tennessee,Maine,none,Maine,Textiles/leather,Multiple modes & mail,0.0008,0.0013,2.2738
294106,Dayton OH,Dayton,Ohio,Nashville TN,Nashville,Tennessee,Textiles/leather,Multiple modes & mail,0.0789,0.0305,1.0
299109,Rest of OH,none,Ohio,Rest of WI,none,Wisconsin,Electronics,Multiple modes & mail,0.0015,0.0006,10.839
143066,Louisville KY-IN (KY Part),Louisville,Kentucky,Rest of KY,none,Kentucky,Milled grain prods.,Truck,0.2987,0.042,0.299
247859,Buffalo NY  CFS Area,Buffalo,New York,St. Louis MO-IL (MO Part),St. Louis,Missouri,Mixed freight,Truck,0.0302,0.0241,0.0779
28846,Sacramento CA,Sacramento,California,Rest of MN,none,Minnesota,Misc. mfg. prods.,Truck,0.0244,0.0497,0.1136
68852,Miami FL,Miami,Florida,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Electronics,Multiple modes & mail,0.1722,0.3067,19.349
265907,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,Denver CO,Denver,Colorado,Mixed freight,Truck,3.0242,4.8783,4.0392
2563,Birmingham AL,Birmingham,Alabama,Knoxville TN,Knoxville,Tennessee,Wood prods.,Truck,0.2631,0.07400000000000001,0.7925
378879,San Antonio TX,San Antonio,Texas,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Textiles/leather,Truck,0.0171,0.0328,0.0153
378747,San Antonio TX,San Antonio,Texas,San Francisco CA,San Francisco,California,Plastics/rubber,Multiple modes & mail,0.1038,0.1882,0.9055
26296,Los Angeles CA,Los Angeles,California,Rest of SC,none,South Carolina,Articles-base metal,Multiple modes & mail,0.6865,1.8596,8.9111
36502,San Francisco CA,San Francisco,California,New York NY-NJ-CT-PA (NY Part),New York,New York,Precision instruments,Truck,1.1598,3.4258,83.04899999999999
427878,Rest of WI,none,Wisconsin,Rest of TX,none,Texas,Furniture,Truck,19.3668,24.6698,77.9131
300052,Oklahoma City OK,Oklahoma City,Oklahoma,Louisville KY-IN (KY Part),Louisville,Kentucky,Plastics/rubber,Truck,0.042,0.0333,0.4064
239862,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Articles-base metal,Multiple modes & mail,0.0645,0.0097,5.8636
122082,Rest of IN,none,Indiana,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Mixed freight,Truck,0.1591,0.1226,0.4099
125642,Iowa,none,Iowa,Lake Charles LA,Lake Charles,Louisiana,Misc. mfg. prods.,Multiple modes & mail,0.0016,0.0017,0.1029
142514,Louisville KY-IN (KY Part),Louisville,Kentucky,Savannah GA,Savannah,Georgia,Milled grain prods.,Truck,0.2364,0.1527,0.6323
37156,San Francisco CA,San Francisco,California,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Newsprint/paper,Multiple modes & mail,0.0001,0.0003,0.2612
139021,Rest of KS,none,Kansas,Wyoming,none,Wyoming,Misc. mfg. prods.,Truck,0.1134,0.1002,0.527
244381,Albany NY  CFS Area,Albany,New York,Rest of MA,none,Massachusetts,Precision instruments,Multiple modes & mail,0.095,0.0146,1.0011
226971,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Denver CO,Denver,Colorado,Precision instruments,Multiple modes & mail,0.0524,0.1109,2.877
241163,New Mexico,none,New Mexico,Rest of CO,none,Colorado,Base metals,Truck,0.9569,0.4862,2.8015
345582,South Dakota,none,South Dakota,Rest of MI,none,Mississippi,Furniture,Multiple modes & mail,0.0771,0.0695,0.1637
311886,Rest of OR,none,Oregon,Los Angeles CA,Los Angeles,California,Wood prods.,Rail,669.0,552.3105,160.0
175956,Rest of MA,none,Massachusetts,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Nonmetal min. prods.,Truck,0.2103,0.1855,0.3921
167743,Rest of MD,none,Maryland,Rest of MO,none,Missouri,Motorized vehicles,Multiple modes & mail,0.0001,0.0001,0.15
185763,Rest of MI,none,Mississippi,Rest of CO,none,Colorado,Precision instruments,Multiple modes & mail,0.1367,0.1859,20.274
63564,Washington DC-VA-MD-WV (DC Part),Washington DC,District of Columbia,Rest of MO,none,Missouri,Electronics,Truck,0.0061,0.0061,0.0836
416959,West Virginia,none,West Virginia,Grand Rapids MI,Grand Rapids,Michigan,Machinery,Air (include truck-air),0.1082,0.0411,6.0413
163906,Baltimore MD,Baltimore,Maryland,Rest of VA,none,Virginia,Articles-base metal,Multiple modes & mail,0.0688,0.0105,0.2872
343682,Rest of SC,none,South Carolina,South Dakota,none,South Dakota,Plastics/rubber,Truck,12.0,20.2398,20.684
365167,Beaumont TX,Beaumont,Texas,Rest of OK,none,Oklahoma,Plastics/rubber,Rail,55.187,35.3376,75.62100000000001
1465,Birmingham AL,Birmingham,Alabama,Rest of MI,none,Mississippi,Articles-base metal,Multiple modes & mail,0.1544,0.1266,0.1743
221481,Rest of NE,none,Nebraska,Vermont,none,Vermont,Mixed freight,Multiple modes & mail,0.0001,0.0002,0.6584
199371,Mississippi,none,Mississippi,Baton Rouge LA,Baton Rouge,Louisiana,Meat/seafood,Truck,14.331,5.8141,31.279
51094,Hartford CT,Hartford,Connecticut,Phoenix AZ,Phoenix,Arizona,Textiles/leather,Multiple modes & mail,0.0613,0.1682,0.3814
166137,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Meat/seafood,Truck,28.0,5.9871,82.053
179698,Detroit MI,Detroit,Michigan,New Mexico,none,New Mexico,Pharmaceuticals,Multiple modes & mail,0.0767,0.1064,27.633000000000003
228264,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Motorized vehicles,Truck,20.1796,0.3108,170.4577
81159,Atlanta GA,Atlanta,Georgia,Arkansas,none,Arkansas,Printed prods.,Multiple modes & mail,0.1714,0.0834,11.128
395579,Richmond VA,Richmond,Virginia,Mississippi,none,Mississippi,Precision instruments,Multiple modes & mail,0.0001,0.0001,1.1244
327082,Rest of PA,none,Pennsylvania,Hartford CT,Hartford,Connecticut,Base metals,Truck,6.6757,2.2438,34.733000000000004
99130,Chicago IL-IN-WI (IL Part),Chicago,Illinois,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Basic chemicals,Multiple modes & mail,0.0833,0.0758,0.4572
124989,Iowa,none,Iowa,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Plastics/rubber,Truck,49.213,13.243,151.0
266499,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,Indianapolis IN,Indianapolis,Indiana,Base metals,Truck,0.0635,0.0346,0.7317
114367,Indianapolis IN,Indianapolis,Indiana,Detroit MI,Detroit,Michigan,Paper articles,Truck,1.6474,0.4916,8.0
241652,New Mexico,none,New Mexico,Cincinnati OH-KY-IN (KY Part),Cincinnati,Kentucky,Motorized vehicles,Truck,0.0009,0.0012,0.005
310846,Portland OR-WA (OR Part),Portland,Oregon,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Electronics,Truck,0.0077,0.0241,0.1055
368032,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Rest of FL,none,Florida,Precision instruments,Multiple modes & mail,0.0869,0.0718,19.934
323014,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Paper articles,Truck,0.7205,0.2433,0.1816
